Timestamp,Timestamp (Locale Browser),temperature,humidity,light intensity
1487408248393,Sat Feb 18 2017 16:57:28 GMT+0800,61
1487408248392,Sat Feb 18 2017 16:57:28 GMT+0800,24
,Thu Jan 01 1970 08:00:00 GMT+0800,
